REF_DATE,GEO,DGUID,Indicator,Type of use,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VALUE
1990,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1990,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,2490
1991,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,4114
1991,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,2499
1991,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,2456
1991,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,43
1991,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,597
1991,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1018
1991,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,4114
1991,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,3642
1991,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,472
1991,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1991,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,2511
1992,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,3937
1992,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,2395
1992,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,2354
1992,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,41
1992,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,567
1992,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,975
1992,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,3937
1992,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,3462
1992,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,475
1992,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1992,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,2405
1993,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,3952
1993,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,2407
1993,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,2366
1993,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,41
1993,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,566
1993,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,979
1993,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,3952
1993,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,3452
1993,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,500
1993,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1993,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,2417
1994,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,4004
1994,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,2442
1994,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,2401
1994,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,41
1994,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,569
1994,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,992
1994,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,4004
1994,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,3475
1994,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,529
1994,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1994,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,2452
1995,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,4147
1995,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,2647
1995,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,2604
1995,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,44
1995,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,470
1995,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1030
1995,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,4147
1995,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,3574
1995,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,573
1995,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1995,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,2621
1996,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,4403
1996,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,2810
1996,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,2764
1996,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,46
1996,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,499
1996,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1094
1996,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,4403
1996,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,3795
1996,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,608
1996,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1996,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,2782
1997,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,4739
1997,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,3025
1997,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,2975
1997,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,50
1997,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,537
1997,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1177
1997,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,4739
1997,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,4085
1997,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,654
1997,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1997,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,2995
1998,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,4979
1998,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,3318
1998,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,3265
1998,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,53
1998,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,421
1998,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1240
1998,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,4979
1998,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,4263
1998,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,716
1998,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1998,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,3244
1999,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,5311
1999,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,3538
1999,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,3482
1999,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,57
1999,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,451
1999,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1322
1999,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,5311
1999,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,4548
1999,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,764
1999,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
1999,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,3459
2000,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,5652
2000,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,3764
2000,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,3704
2000,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,60
2000,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,481
2000,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1407
2000,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,5652
2000,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,4840
2000,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,812
2000,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
2000,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,3680
2001,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6009
2001,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4170
2001,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4105
2001,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,65
2001,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,340
2001,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1499
2001,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6009
2001,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5111
2001,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,898
2001,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
2001,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4030
2002,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,1
2002,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6316
2002,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,1
2002,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4382
2002,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2002,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4314
2002,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,1
2002,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,68
2002,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2002,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,358
2002,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2002,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1576
2002,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,1
2002,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6316
2002,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,1
2002,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5371
2002,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2002,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,945
2002,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2002,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2002,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
2002,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4235
2003,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,1
2003,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6595
2003,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,1
2003,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4575
2003,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2003,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4507
2003,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,1
2003,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,68
2003,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2003,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,374
2003,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2003,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1646
2003,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,1
2003,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6595
2003,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,1
2003,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5607
2003,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2003,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,988
2003,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2003,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2003,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
2003,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4425
2004,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,1
2004,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6773
2004,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,1
2004,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4697
2004,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2004,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4629
2004,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,1
2004,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,68
2004,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2004,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,386
2004,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2004,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1690
2004,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,1
2004,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6773
2004,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,1
2004,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5757
2004,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2004,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1016
2004,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
2004,Canada,2016A000011124,Inventories,Non-medical use,Dollars,81,millions,6,0
2004,Canada,2016A000011124,Gross domestic product (GDP),Medical use,Dollars,81,millions,6,0
2004,Canada,2016A000011124,Gross domestic product (GDP),Non-medical use,Dollars,81,millions,6,4545
2005,Canada,2016A000011124,Total supply,Medical use,Dollars,81,millions,6,1
2005,Canada,2016A000011124,Total supply,Non-medical use,Dollars,81,millions,6,6770
2005,Canada,2016A000011124,Domestic production,Medical use,Dollars,81,millions,6,1
2005,Canada,2016A000011124,Domestic production,Non-medical use,Dollars,81,millions,6,4695
2005,Canada,2016A000011124,Domestic market production,Medical use,Dollars,81,millions,6,0
2005,Canada,2016A000011124,Domestic market production,Non-medical use,Dollars,81,millions,6,4629
2005,Canada,2016A000011124,Domestic own-use production,Medical use,Dollars,81,millions,6,1
2005,Canada,2016A000011124,Domestic own-use production,Non-medical use,Dollars,81,millions,6,67
2005,Canada,2016A000011124,Illegal purchases from abroad,Medical use,Dollars,81,millions,6,0
2005,Canada,2016A000011124,Illegal purchases from abroad,Non-medical use,Dollars,81,millions,6,386
2005,Canada,2016A000011124,Dealer margin,Medical use,Dollars,81,millions,6,0
2005,Canada,2016A000011124,Dealer margin,Non-medical use,Dollars,81,millions,6,1690
2005,Canada,2016A000011124,Total use,Medical use,Dollars,81,millions,6,1
2005,Canada,2016A000011124,Total use,Non-medical use,Dollars,81,millions,6,6770
2005,Canada,2016A000011124,Household final consumption expenditures,Medical use,Dollars,81,millions,6,1
2005,Canada,2016A000011124,Household final consumption expenditures,Non-medical use,Dollars,81,millions,6,5754
2005,Canada,2016A000011124,Illegal sales abroad,Medical use,Dollars,81,millions,6,0
2005,Canada,2016A000011124,Illegal sales abroad,Non-medical use,Dollars,81,millions,6,1017
2005,Canada,2016A000011124,Inventories,Medical use,Dollars,81,millions,6,0
