REF_DATE,GEO,DGUID,Indicator,Industry,Authority,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2015,Territories,2016A00016,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808833,14.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808834,14.1.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808869,14.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808870,14.1.2.2.0.0.0.0.0.0,4,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808905,14.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808906,14.2.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808941,14.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808942,14.2.2.2.0.0.0.0.0.0,4,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808977,14.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808978,14.3.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809013,14.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809014,14.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809049,14.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809050,14.4.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809085,14.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809086,14.4.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Territories,2016A00016,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809121,14.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809122,14.5.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809157,14.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Territories,2016A00016,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809158,14.5.2.2.0.0.0.0.0.0,3,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808835,15.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808836,15.1.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808871,15.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808872,15.1.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808907,15.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808908,15.2.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808943,15.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808944,15.2.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808979,15.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808980,15.3.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809015,15.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809016,15.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809051,15.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809052,15.4.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809087,15.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809088,15.4.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809123,15.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809124,15.5.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809159,15.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Yukon,2016A000260,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809160,15.5.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808841,16.1.1.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808842,16.1.1.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808877,16.1.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808878,16.1.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808913,16.2.1.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808914,16.2.1.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808949,16.2.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808950,16.2.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808985,16.3.1.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808986,16.3.1.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809021,16.3.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809022,16.3.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809057,16.4.1.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809058,16.4.1.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809093,16.4.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809094,16.4.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809129,16.5.1.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809130,16.5.1.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809165,16.5.2.1.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories including Nunavut,2016A000261,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809166,16.5.2.2.0.0.0.0.0.0,NULL,..,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808837,17.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808838,17.1.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808873,17.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808874,17.1.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808909,17.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808910,17.2.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808945,17.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808946,17.2.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808981,17.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808982,17.3.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809017,17.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809018,17.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809053,17.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809054,17.4.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809089,17.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809090,17.4.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809125,17.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809126,17.5.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809161,17.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Northwest Territories,2016A000261,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809162,17.5.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808839,18.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808840,18.1.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808875,18.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808876,18.1.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808911,18.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808912,18.2.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808947,18.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808948,18.2.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808983,18.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808984,18.3.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809019,18.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809020,18.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809055,18.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809056,18.4.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809091,18.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809092,18.4.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809127,18.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809128,18.5.1.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809163,18.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2015,Nunavut,2016A000262,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809164,18.5.2.2.0.0.0.0.0.0,1,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808807,1.1.1.1.0.0.0.0.0.0,244,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808808,1.1.1.2.0.0.0.0.0.0,4638,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808843,1.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808844,1.1.2.2.0.0.0.0.0.0,1667,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808879,1.2.1.1.0.0.0.0.0.0,209,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808880,1.2.1.2.0.0.0.0.0.0,4561,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808915,1.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808916,1.2.2.2.0.0.0.0.0.0,1667,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808951,1.3.1.1.0.0.0.0.0.0,35,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808952,1.3.1.2.0.0.0.0.0.0,77,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808987,1.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808988,1.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809023,1.4.1.1.0.0.0.0.0.0,195,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809024,1.4.1.2.0.0.0.0.0.0,1580,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809059,1.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809060,1.4.2.2.0.0.0.0.0.0,333,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809095,1.5.1.1.0.0.0.0.0.0,49,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809096,1.5.1.2.0.0.0.0.0.0,3058,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809131,1.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Canada,2016A000011124,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809132,1.5.2.2.0.0.0.0.0.0,1334,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808809,2.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808810,2.1.1.2.0.0.0.0.0.0,210,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808845,2.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808846,2.1.2.2.0.0.0.0.0.0,96,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808881,2.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic market production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808882,2.2.1.2.0.0.0.0.0.0,204,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic market production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808917,2.2.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic market production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808918,2.2.2.2.0.0.0.0.0.0,96,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic own-use production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808953,2.3.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic own-use production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808954,2.3.1.2.0.0.0.0.0.0,6,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic own-use production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808989,2.3.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Domestic own-use production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808990,2.3.2.2.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Intermediate consumption,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809025,2.4.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Intermediate consumption,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809026,2.4.1.2.0.0.0.0.0.0,77,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Intermediate consumption,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809061,2.4.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Intermediate consumption,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809062,2.4.2.2.0.0.0.0.0.0,19,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Gross value added,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001809097,2.5.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Gross value added,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001809098,2.5.1.2.0.0.0.0.0.0,133,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Gross value added,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001809133,2.5.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Atlantic,2016A00011,Gross value added,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001809134,2.5.2.2.0.0.0.0.0.0,77,NULL,NULL,NULL,0
2016,Newfoundland and Labrador,2016A000210,Domestic production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808811,3.1.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Newfoundland and Labrador,2016A000210,Domestic production,Cannabis cultivation industry,Unlicensed source,Dollars,81,millions,6,v1001808812,3.1.1.2.0.0.0.0.0.0,11,NULL,NULL,NULL,0
2016,Newfoundland and Labrador,2016A000210,Domestic production,Cannabis retail stores,Licensed source,Dollars,81,millions,6,v1001808847,3.1.2.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
2016,Newfoundland and Labrador,2016A000210,Domestic production,Cannabis retail stores,Unlicensed source,Dollars,81,millions,6,v1001808848,3.1.2.2.0.0.0.0.0.0,19,NULL,NULL,NULL,0
2016,Newfoundland and Labrador,2016A000210,Domestic market production,Cannabis cultivation industry,Licensed source,Dollars,81,millions,6,v1001808883,3.2.1.1.0.0.0.0.0.0,0,NULL,NULL,NULL,0
